name,category,review.point,price,currency,description.1.2247.
"The Balvenie DCS Compendium 1st Chapter 1985 30 year old (Cask #612), 54.1%",Single Malt Scotch,85,"1,872",$,"An interesting nose that’s somewhat akin to a peach cheesecake with slightly burnt pastry, or a heavily caramelized crème brûlée. Overt smoke is in check when neat. In the mouth, however, it comes through massively, mossy and oily and sitting on top of those fat fruits and sweet malt. Thicker and more farmyard-like than Port Charlotte. Great potential, with a sweetness that shows it’s pretty much there. £150"
"Kininvie 23 year old (Batch 3), 42.6%",Single Malt Scotch,85,173,$,"A 15 year malt selected by the Loch & K(e)y Society. Hard apple cider leads the nose and is backed by honeyed malt and cinnamon-baked pear. The entry is lush caramel apple, but quickly transitions as the sheer power and spice of the mid-palate comes crashing in with oak, ginger, and pine. The finish is long, dry, and spicy with lingering heat. This is the kind of big, bold, dry whisky that American whiskey drinkers might enjoy. (Julio’s Liquors only)"
"Laphroaig 15 year old, 43%",Single Malt Scotch,85,80,$,"Just 450 cases of this veteran expression from Old Pulteney have been released, offered in non-chill filtered format after maturation in a mixture of bourbon casks and Spanish oak sherry casks. Light fruit notes on the nose, notably tangerines, plus vanilla, lemon, and sea salt. Orchard fruits, spicy sherry, worn leather, and cocoa powder on the silky palate. Spicy and drying in the finish, with mild oak tannins."
"Balblair 1999 (2nd release), 46%",Single Malt Scotch,85,90,$,"This 20 year old single cask release from the Perthshire distillery of Aberfeldy runs to 242 bottles, matured in a hogshead. Apricots, green apples, ginger, and icing sugar on the nose. Soft fruits, notably peaches, gingery oak, and more icing sugar on the palate. Milky coffee, caramel, and eucalyptus in the slightly oaky, medium-length finish. £90"
"Glen Garioch 1797 Founder’s Reserve, 48%",Single Malt Scotch,85,46,$,"The nose opens with savory notes. Richer, more fragrant and profound sherry than is present in the Fino or Manazanilla expressions. Full-bodied, with big, musty sherry notes and Seville oranges on the palate, plus lots of spice. Gum-tingling spices, with sultanas and dates in the finish."
"Gordon & MacPhail 8 year old (distilled at Pulteney), 40%",Single Malt Scotch,85,45,$,"This is a distillery bottling from the now-demolished Lowland plant of Littlemill, near Glasgow, and the release consists of 4,550 bottles. There has been no chill filtration. Fresh pineapple and mango on the nose, inflated balloons, a hint of vanilla, and cocoa powder. Medium-bodied, with focused tropical fruits, ginger, and caramel. Lengthy in the finish, with gentle spice and milk chocolate-coated toffee. £130"
"Wemyss Malts The Hive, 46%",Blended Malt Scotch Whisky,85,54,$,"This North British has been led astray; well, subjected to three months’ confinement in first-fill oloroso sherry wood. Such are the ways of Darkness! There’s a savory nose of peppered filet, mustard seed, and tarragon. Interesting, but not to everyone’s taste. The creamy texture consists of evaporated milk, strong caramel, dark toffee, and black currant granola, though that savory character persists. Water pumps up the cream, raspberry, and cereal notes until it sees daylight, becoming almost a breakfast whisky. £70"
"Auchentoshan Blood Oak, 46%",Single Malt Scotch,85,100,$,"Also distilled in 2009, this is mid-gold in color and medium weight, with a mass of sage-like smoke. More cask influence than 7.1, with smoked coconut, and again a mix of sweet fruits and lemon behind this smoky lead. Oily and rich, but a little fragmented on the tongue; the elements are beginning to cohere to produce integrated complexity. Octomore in mellow mood, with smoked chestnut and a little farmyardy Pinot note. Another positive work in progress report. £125"
"Bowmore 1999 vintage PX Hand-Bottled,  56.1%",Single Malt Scotch,85,130,$,"This is master blender Ian MacMillan’s interpretation of what Bunna’ would have tasted like when the distillery was founded in 1881. There’s light smoke, coming across like smoked halibut, a mineral edge, white fruits, and a freshness like a freshly starched shirt. Water brings out almond. On the palate, the smoke offers a slightly peppery, almost Talisker-esque kick. Light lemon and sweet fruits in the center. Though there’s no age statement, none of the whiskies are under 10 years. £46"
"Kilchoman Loch Gorm 2016 (distilled 2010), 46%",Single Malt Scotch,85,100,$,"Named in honor of the copper teapot from which distillery workers were ‘drammed’ until the 1970s, this distillery-exclusive bottling has been matured in first-fill oloroso sherry casks for an unspecified period. The nose is fruity and fragrant, with profound spicy sherry notes. Mouth-coating, with lots more sherry, plus prunes, drinking chocolate, and a little oak. Lingering in the finish, with drying sherry, light spice, and dark chocolate. A great dram for lovers of a true sherry monster! £60"
"Edradour 9 year old 2006 Barolo Cask Matured (Batch 5), 46%",Single Malt Scotch,85,65,$,"This 25 year old single cask bottling of Glen Garioch from Wemyss was one of a dozen released in late 2014. The hogshead in which maturation took place yielded 357 bottles. The nose gives apple, banana, vanilla fudge, nutmeg, and soft spices. Creamy and nutty on the palate, with a squeeze of lemon, soft toffee, and milk chocolate. The finish is medium in length, spicy and nutty, with cocoa powder and just a suggestion of smoke. £87"
"Gordon & MacPhail Connoisseurs Choice 1997 (distilled at Tomatin), 46%",Single Malt Scotch,85,92,$,"Isle of Arran Distillers has introduced a second edition of its Orkney Bere expression, made with an ancient variety of barley still cultivated in the Orkney Islands and aged in bourbon barrels. It is a cask strength 10 year old variant, and 4,890 bottles are available. The nose is quite oily, with ripe peaches and pineapple cubes, plus developing floral notes. Viscous and sweet on the palate, with tangerines, caramel, and rich spices. The finish is lengthy, with coconut and milk chocolate-coated caramel."
"Ledaig 18 year old, 46.3%",Single Malt Scotch,85,115,$,"This Jura expression was distilled in 1984 and matured in bourbon casks for 22 years before a further 6 years in Gonzalez Byass Matusalem sherry butts and 2 years in Amoroso and Apostoles oloroso sherry casks. The nose opens with beef gravy, soon followed by prunes, cherries, dark chocolate, and PX sherry. Full-bodied, rich and sweet on the palate, with lively spices, and more cherries, and chocolate. Long and fruity in the finish, with spicy sherry and licorice. £750"
"Auchroisk 25 year old, 51.2%",Single Malt Scotch,85,450,$,"This is the Lowlander among Wemyss Malts’ dozen single cask releases for the fall of 2014. Maturation took place in a bourbon barrel, which yielded 295 bottles. Tinned peaches in syrup, caramel, mild vanilla, and damp tweed on the nose. Medium-bodied and intensely fruity on the palate, with apricots, raspberries, and ginger. Fruit notes linger in the finish, with spicy milk chocolate. £70"
"Linkwood 37 year old, 50.3%",Single Malt Scotch,85,900,$,"Dailuaine is a fascinating distillery and this has a fascinating nose, as it shows a heavy sulfury new make entering maturity and starting to pick up extra weight from the cask. There’s a glimpse of sweetness, a little fruit, but the dominant character is a savory meatiness (beef stock cubes). The palate shows dried mint and masses of this meaty/sweet interplay. Is it commercial? Probably not, but it tells a really important story. I like it a lot. £45"
"Lagavulin 12 year old (Diageo Special Releases 2016), 57.7%",Single Malt Scotch,85,135,$,"Most of Auchroisk's malt goes into Diageo’s J&B blended, so a single malt release is an uncommon treat. Aged in refill sherry casks, this whisky has a nutty, roasted malt nose. On the palate it’s soft and lush, with honeyed roasted malt, walnut, ginger, and salt. A spicy mid-palate leads to a dry finish that abandons a lot of the flavors established. A solid mix of flavors, but the finish shows why it's often used for blending. (U.S. only)"
"Glen Scotia Distillery Edition, 56.9%",Single Malt Scotch,85,119,$,"Following on from another 1999 single cask Aberfeldy in the previous batch of Wemyss Malts’ releases, we have Toffee Tuile, matured in a hogshead. The nose is sweet and approachable, with tinned fruit cocktail, vanilla, malt, and fresh ginger. Tropical fruit, brittle toffee, hazelnuts, a hint of caramel, and more ginger on the nose. The finish is medium in length, fruity, and mildly spicy. (393 bottles) £88"
"Bowmore 9 year old, 40%",Single Malt Scotch,85,37,$,"This vintage edition of Oban was distilled in 1999 and finished in montilla fino sherry casks, which lend a greater richness and complexity to the Oban house style without detracting from its essential characteristics. It was bottled in 2014. The nose is fragrant, with musky pineapple, and salted caramel. Silky on the palate, with Seville oranges, ginger nuts, and cloves, plus a faint suggestion of brine. Persistent orange and dry spice notes in the oaky, medium-length finish. £75"
"Cù Bòcan 2005 Vintage, 50%",Single Malt Scotch,85,65,$,"Cù Bòcan is the lightly-peated variant of Tomatin single malt, and while most Cù Bòcan is matured in a combination of sherry, bourbon, and virgin oak casks, this expression was exclusively aged in virgin oak. Fragrant on the nose, with lemon, lanolin, vanilla, poached pears, and peppery rye notes. Rich spice and vanilla on the palate, zesty and warming, with apple pie, and caramel. The finish is medium in length, with spiced fresh oak. (Worldwide except U.S.) £50"
"Tullibardine The Murray (2004 Vintage), 56.1%",Single Malt Scotch,85,75,$,"Bottled in 2014, this expression of Glenkinchie was distilled in 2000 and finished in amontillado sherry casks. The amontillado gives a more rounded feel and greater profundity to the single malt. Peaches, apricots, almonds, and soft ginger on the nose, Smooth and balanced on the palate, gently spiced and nutty, with cherries, caramel, discreet sherry, and vanilla. The medium-length finish features vanilla and lingering, spicy Jaffa oranges, drying slowly to oak. £63"
"Littlemill 25 year old Private Cellar Edition, 50.4%",Single Malt Scotch,85,3000,$,"The sixth incarnation of Master of Malt’s cult blend of closed distillery whiskies contains Port Ellen, Brora, Mosstowie, Glenisla, Imperial, Caperdonich, and Glen Mhor with grain whisky from Port Dundas. Apples and sugar browning in a pan, smooth driftwood, and dairy fudge, but with the Glenisla it’s noticeably smokier than earlier batches. Sweet blancmange initially, before it soars to a tangy, spicy peak; the peat smoke backed by white pepper, ground ginger, peanuts, and florentines. Smokin’ liquid history. (534 bottles) £350"
"Buchanan’s Deluxe 12 year old, 40%",Blended Scotch Whisky,85,30,$,"A new oloroso-forward Chivas positioned to split between the 12 and 18 year olds? I got this. Refined and inviting nose of lemon pith, black fruits, and Kola Kubes. The velvety texture is wonderfully smooth, redolent of an apricot custard Danish, lime zest, raisin, currant, mixed peel, and walnut, with a growing bitter-lemon note. Quite unique finish, like sucking on lumpy Spanish lemons speckled with spices. (LA, NY, Miami, Chicago, Northern California, but will go national)"
"Buchanan’s Master, 40%",Blended Scotch Whisky,85,45,$,"A pale primrose of a dram. Waxed lemon, salted butter pats, white peach, honey, and the wood smoke from green stems. A sip brings Highland toffee, honey, chocolate fudge, rich tart fruits, with dried apple, raisin, mixed peel, and a late appearance of malt, pepper, and smoke. It wraps up with a glossy, clingy finish, but it’s short. Experimenting with water nudges peanut brittle, pralines, and fudge to the surface. Overall, a very decent drop."
"Duncan Taylor 18 year old, 40%",Blended Scotch Whisky,85,70,$,"Remarkably rich color, indicative of a first-fill cask. A clean if hot nose with carpenter’s workbench, Comice pear, and lots of oak. Aultmore’s acidity comes through on the palate, with its zingy intensity cutting through the wood and achieving a certain balance. The palate shows a mix of fruit and wood sugars. Young certainly, but bottled at the right time given the intensity of the wood element. Water makes it more sappy and summery. Not hugely complex, but fun."
"Duncan Taylor Five Star, 40%",Blended Scotch Whisky,85,17,$,"Brimming with distillery character. Gentle malty notes come through initially, accompanied by apple core and classic ‘Farclas weight. The alcohol, though high, is not obtrusive. In time there’s some orange marmalade, and this bittersweet element helps to add another layer of complexity. Water brings out toffeed depth. Even neat it isn’t too hot, showing heft rather than bludgeoning power. In time there’s black cherry, chocolate, and a hint of smoke. Highly recommended."
"Sir Edward’s Smoky, 40%",Blended Scotch Whisky,85,22,$,"Exclusive to the Travel Retail arena, this expression of Auchentoshan was aged for 14 years in a mix of bourbon and oloroso sherry casks. It is not chill-filtered prior to bottling. The nose yields polished oak, malt, milk chocolate, marzipan, figs, apricots, and ginger. Rich and full on the palate, spicy, with vanilla, mango, and finally Seville oranges. Medium to long in the finish, with almonds, soft oak, and warming spices."
"That Boutique-y Whisky Company 30 year old (distilled at Macallan), 46.5%",Single Malt Scotch,85,604,$,"Higher in strength than the standard Glen Scotia 10 year old, this heavily peated expression is part of the distillery’s Legends of Scotia series, and celebrates Campbeltown's historic Picture House. Just 6,000 bottles. Fruity peat on the nose, with lots of apricot and peach notes. Finally, fresh cigarette ash. Voluptuous in the mouth, and fruity, then sweet spice and drier peat notes develop. The finish is medium to long, with spicy tar. €70"
"Dewar’s 18 year old The Vintage, 40%",Blended Scotch Whisky,85,80,$,"The impact given by secondary maturation in small (octave) sherry casks is what sets this range apart. Here, Glen Grant’s light fruits are given a darker twist, with some bodega notes, blackberry, and a surprising note of curry spices before milk chocolate develops; this is particularly apparent on the palate. The palate is gentle and quite creamy (cream sherry?) but it doesn’t like water. A pleasing dram. £99"
" Dewar’s White Label, 40%",Blended Scotch Whisky,85,25,$,"Good to see Pittyvaich back in the Special Release roster. Here we have the heavy, nutty character of the distillery given full expression. The emphasis here is on a mix of nuts, cake mix, and dense fruits: even a little hint of cigarette tobacco. When neat, the palate has real density that is enlivened by water, which brings out fresher—and decidedly more green—notes. Worth a dram."
"J&B Rare, 40%",Blended Scotch Whisky,85,23,$,"Initially very ozonic, fresh, and marine. So much so that you don’t notice the smoke which is slowly building. Everything is very restrained, some cold-smoked fish, mineral, and—in time—a hint of the mash tun. That mineral note continues on the palate, which broadens into ginger nuts in the middle of the tongue. All very well-balanced, and at its best neat."
"Glen Moray Elgin Classic Port Cask Finish, 40%",Single Malt Scotch,85,30,$,"As pale as you'd expect, this year’s Special Release ‘limited’ bottling has a sweet, bready softness to it making it less angular than previous expressions. The smoke comes across very gently, allowing the sweet grassiness of the spirit the upper hand until water is added. The palate stirs in some emulsion paint, a pleasing lift of sulfur and anise, and gradually deepens. With water there are more smoke and marine notes."
"Grant’s Elementary Carbon 6 year old, 40%",Blended Malt Scotch Whisky,85,30,$,"Balblair has released two Travel Retail-exclusive variants of its 2004 vintage, matured in bourbon barrels and sherry casks respectively. The Sherry Matured version was aged in American and Spanish oak sherry butts. It is only available in Asia. Oriental spices, soft leather, and damsons on the nose. Milk chocolate-coated Turkish delight in time. The palate features lively spices, cooking apples, vanilla, medium-sweet sherry, and hazelnuts. Spices persist in the finish, with honey and raisins."
"Pig’s Nose, 40%",Blended Scotch Whisky,85,29,$,"After eight no-age-statement releases of Edradour’s heavily-peated Ballechin, the brand finally comes of age as a core product. It is bottled at 10 years of age after maturing in a combination of bourbon barrels and oloroso sherry casks. Earthy peat and fragrant spices on the nose, old leather, and faint toffee. The palate initially offers very fruity peat, then newer leather, aniseed, and plain chocolate, with lingering fruity peatiness. More plain chocolate and ginger in the smoky, medium-length finish."
"The Street Pumas’, 40%",Blended Scotch Whisky,85,35/liter,$,"This expression was released to celebrate the Scottish feature film “Fairy Flag,” and after maturing for 8 years in bourbon barrels, the whisky then spent 7 years aging in oloroso sherry casks. Initially meaty with rich sherry, raisins, and cocoa powder, then increasing vanilla notes, plus warm leather and wood polish. Sweet and very spicy on the palate, with caramel, chili, and cinnamon. The finish is medium in length, with peppery plain chocolate. £65"
"Ainsley Brae Oak Cask Matured Highland, 40%",Single Malt Scotch,85,28,$,"What lies beneath the surface of Dewar’s? Here, the blend is finished in virgin and first-fill bourbon casks especially charred, then scratched to enable deeper penetration. Thick wedge of vanilla and fudge with oaky accents, a dusty mouthfeel pulling in vanilla, light lemon, milk chocolate, and sweet toffee, ending on a cocoa powder note. Compared with regular White Label, this is less obviously sweet and creamy, adds complexity, and opens a bourbon connection. Certainly, this is up to scratch."
"Ainsley Brae Sherry Cask Finished Highland, 40%",Single Malt Scotch,85,30,$,"This has enticing flavors that will meet with the approval of the regular Grouse drinker: heady florals with fresh peach, light honey, pecan, and underlying caramel. The palate is soothing with vanilla and tangerine, hallmarks of Grouse, plus rosewater, almond, and whispering spices. Gently does it, that’s the key to this: kick back and relax. This showcases the Midas touch of Gordon Motion’s skills in liquid alchemy. A great value blend to boot. £22"
"Grangestone Sherry Cask Finish Highland, 40%",Single Malt Scotch,85,29,$,"The blended malt in the series is drawn from select aged Highland single malt whiskies chosen by Stewart Laing. A luxuriant nose of rich, runny caramels, deliciously malty, and balanced with notes of dried apple, mixed peel, and pecan shells layered over warm spice. Smooth, with a light to medium body showing toffee apple, raisin, and caramel, tasting fatter with time and yielding pineapple notes. A finish of soft, sucked toffees and tingly spices. A top-class, well-executed drink."
"Highland Queen Majesty 15 year old, 46%",Single Malt Scotch,85,50,$,"Here, the distillery character is more restrained, as if it is taking a period of calm reflection before the next evolution. There’s slightly more maltiness here and the texture has changed into a light acacia honey stickiness and a development of more oxidized notes, showing a gentle maturation. It’s one I kept going back to; teasing, slightly elusive, but rewarding. £1,300"
"Trader Joe’s Bourbon Cask Finish Highland, 40%",Single Malt Scotch,85,20,$,"As if making up for lost time, wee bottles of Kininvie are popping out every month. This is a fine demonstration of the distillery style which sits—appropriately enough—between the lightness of Glenfiddich and the fruity sweetness of Balvenie. Here, flowers are to the fore, along with creme anglaise, and a light herbal edge. There’s some weight to the palate, but very little oakiness. A perfumed finish akin to elderflower maintains the frothy floral aspect. A perfect spring dram. £120"
"Glenrothes 10 year old, 40%",Single Malt Scotch,85,45,$,"Now you see it, now you don’t. Brought back like Frank Sinatra for last year’s 200th anniversary celebrations, here’s Laphroaig in gentle Islay sunset mode, all soft fruits and oils. There’s typical marine-like smokiness of course—particularly on the palate. I’d go neat with this to observe what is rather excellent balance. And snap it up, who knows when there will be another?"
"Clan MacGregor, 40%",Blended Scotch Whisky,85,10,$,"This Balblair vintage replaced the previous 1997 bottling, and maturation took place in a mix of bourbon barrels and sherry butts. The nose offers milk chocolate, candied ginger, caramel, honey, and musty oranges. Relatively dark fruits on the palate, with licorice, honey, and vanilla. A medium to long finish, spicy, with slight oakiness."
"Grant’s Cask Editions Ale Cask Finish, 40%",Blended Scotch Whisky,85,20,$,"The entry level, no age statement expression of Glen Garioch, offered at an unusually high ABV for a single malt in this price range.  Grapefruit , lively spice, vanilla, malt, and black pepper on the nose. Milk chocolate, chili, cooking apples, and something slightly savory on the palate. Citrus fruits and lots of spice in the relatively lengthy finish. An unusual and pleasing dram for the money. £32"
"Glen Scotia Double Cask, 46%",Single Malt Scotch,85,40,$,"Offered in the ‘Distillery Labels’ series by Gordon & MacPhail, this expression from Wick’s Pulteney distillery hearkens back to the era when Gordon & MacPhail was its principal bottler, and 8 its standard age. Aged in refill bourbon barrels. Soft fruits, dried grass, and faint wood smoke on the nose. Smooth and nutty on the palate, with smoky spice, a sprinkling of salt, and ripe pears. The finish is medium in length, mildly peppered, nutty, and oaky."
"Glenglassaugh Revival, 46%",Single Malt Scotch,85,55,$,"Having previously appeared in 8 and 12 year old versions, Wemyss dropped the age statement from their easygoing honey-drenched dram. Fortunately, the nose of light honey, lavender, heather, and spring blossoms confirms that it’s business as usual. Melon, mango, passion fruit, and a deft touch of spice give this a sweet, fruity profile. Gentle heat persists into the finish with honeyed sweetness. It’s crying out for a perfect scoop of vanilla ice cream. Still a crowd pleaser. £37"
"Tomintoul With A Peaty Tang, 40%",Single Malt Scotch,85,50,$,"A non-chill filtered bottling matured in a mixture of bourbon and red wine casks. The nose offers a big early orange hit, vanilla, and red wine notes. Smooth on the palate; more orange, black pepper, and spicy red wine.  The finish is relatively long and spicy, with bitter chocolate orange. (Travel Retail exclusive)"
"Glenrothes Bourbon Cask Reserve, 40%",Single Malt Scotch,85,50,$,"The mid-priced Fèis Ìle release took Bowmore off into darker than usual territory. The key here was how the cask (PX is, after all, as sweet a sherry as you can find) had been so well controlled. Rather than being a thick, sweet mess, a balance was struck between the two elements: the cask added density and raisined fruit, while the distillery gave aromatic smoke and orange, and both combine to layer on molasses, leather, and dark chocolate. A success. £100"
"Balblair 16 year old, 40%",Single Malt Scotch,84,50,$,"The annual (albeit limited) Loch Gorm release allows you to chart Kilchoman’s development in sherry casks. Here, first-fill and refill sherry casks (oloroso to be precise) were used. The latter seem to have more of a say, as the distillery character is more apparent: sweet fruit, marine smoke, and clementine, before the golden raisin from the cask develops. The palate is smokier and also more overtly sherried. A bolder style, but very well balanced. Limited, so get in there ASAP."
"BenRiach Herodotus 12 year old, 46%",Single Malt Scotch,84,85,$,"This expression of Edradour was distilled in April 2006 and was the fifth batch to be matured in Barolo wine hogsheads. Fruity farmyard aromas, spice, then developing heather honey, soft oak, and caramel. Earthy fruit notes on the palate, with walnuts, malt, and pepper. Mildly mouth-drying in the medium-length finish, with aniseed and black pepper. (2,000 bottles) £50"
"Benriach 12 year old 1994 vintage, 59.5%",Single Malt Scotch,84,54,$,"Matured in refill bourbon barrels, this Tomatin is softly floral on the nose, with sweet fruit spices, pineapple, vanilla, and honey. The palate is fresh and fruity, with cream, milk chocolate, and nutty spice. Fruity to the end, notably ripe apples and red berries, plus more milk chocolate before slightly drying oak notes develop. £70"
"Benromach 25 year old, 43%",Single Malt Scotch,84,125,$,"This 18 year old variant of Ledaig from Tobermory distillery on Mull was released in spring 2015 and is finished in oloroso sherry casks. Old warm leather predominates on the early nose, with salt, pencil shavings, a suggestion of asphalt, and dried fruit. Big fruit and spicy peat notes on the robust palate, which features sherry and a sprinkling of brine. Drying slowly, with licorice and marginally tannic oak behind persistent smoke."
"Cadenhead's, (distilled at Blair Athol), 1989, 58.1%",Single Malt Scotch,84,90,$,"Distilled in 1990, this rare expression was matured in refill American oak hogsheads. Quite shy on the nose, even at cask strength. Ultimately, faintly floral notes, with pear drops, vanilla, and linseed. Very smooth on the palate, with soft fruity malt, vanilla, peach, and dark berries. Buttery mango and nutmeg in the finish. Diageo Special Releases 2016. (3,954 bottles)"
"Bruichladdich WMD II, 46%",Single Malt Scotch,84,75,$,"This is a 1978 veteran from the rebuilt Linkwood Distillery. The nose is slightly musty, even bitter, with sawdust and apple peel. The palate is sweet, with a suggestion of sherbet ‘fizz,’ elusive peatiness, and fruit spice, plus vanilla, walnuts, and ultimately, slightly grippy oak. Diageo Special Releases 2016. (6,114 bottles)"
"Bruichladdich Links 14 year old, 46%",Single Malt Scotch,84,75,$,"This is the fourteenth 12 year old Lagavulin bottling in the series and was aged in refill American oak hogsheads. Vanilla and wood smoke on the early nose, then black pepper, lemon, marine aromas, and scented notes, with a hint of peaty yeast. Big, sweet, and direct on the smooth palate, with milk chocolate and black pepper, while the smoke keeps building. The finish is long and smoky, with persistent pepper. Diageo Special Releases 2016 bottling."
"Bruichladdich Full Strength 1989 vintage 13 years old, 57.1%",Single Malt Scotch,84,90,$,"This is the third single cask Distillery Edition cask strength. It was distilled in December 1996 and bottled as a 20 year old in April 2016. Coconut ice and vanilla fudge on the very sweet, confectionery-led nose, with a suggestion of salt in the background. Full and supple on the palate, with a big hit of ripe apples, then cinnamon and nutmeg. Very long in the finish with light black pepper. A Glen Scotia for those with a sweet tooth! (Distillery only bottling) £95"
"Gordon & MacPhail Single Cask #1961 (distilled at Bruichladdich) 1989 Vintage, 57.9% ABV",Single Malt Scotch,84,65,$,"The latest addition to Bowmore’s core range is presented at the unconventional age of 9 years. Matured predominantly in oloroso sherry casks, with some bourbon cask-aged spirit thrown into the mix. The result is a whisky featuring drinking chocolate, black pepper, and soft peat on the nose. Sherry and sweet peat notes merge nicely on the palate, with dates, plums, and light caramel. Smoky brine in the medium-length finish. £30"
"Dalwhinnie Distillers Edition, 1990 vintage, 43%",Single Malt Scotch,84,65,$,"The latest vintage expression of Tomatin’s peated Cù Bòcan was aged in a mix of bourbon and sherry casks. Fishy smoke on the nose, with ripe red apples, toffee, milk chocolate, and malt. Creamy mouthfeel; ripe pears in peat smoke, sweet spices. White pepper, plain chocolate, and a lick of licorice in the relatively long and lively finish. (11,400 bottles)"
"Cask & Thistle (distilled at Glen Grant), 15 year old, 1988 vintage, 46%",Single Malt Scotch,84,50,$,"Distilled in 2004, The Murray was matured in first-fill bourbon barrels and is offered at cask strength, non-chill filtered. The nose opens with confident, sweet fruit notes—overripe bananas and peach slices—with background milky coffee. Rich and sweet on the palate, developing vanilla spices, chewy tropical fruits. The finish is long, with cinnamon, licorice, and oak tannins."
"Scott's Selection (distilled at Glen Grant), 26 year old, 1977 Vintage, 53.5%",Single Malt Scotch,84,145,$,"This bottling of 1990 whisky from the demolished Littlemill Distillery was initially matured in ten American and European oak casks before being married and finished in first-fill oloroso sherry casks. Boiled fruit sweets, subtle vanilla, red apple peel, and cereal on the nose. The palate is rich, sweet, and full. Intense fruitiness, then fruit spices, hazelnuts, and some oak notes. Very long in the finish, with aniseed and plain chocolate. Mildly tannic at the last. Complex and satisfying. (1,500 bottles)"
"Glenkinchie Distillers Edition 1991 vintage, 43%",Single Malt Scotch,84,65,$,"Overlook the fact that this bottle is saddled with one of the most impenetrable closures known to mankind. Unperturbed, this blend flaunts its big toffee aromas, whole almond, and floral top notes. With light fudge and gentle orange influences, it is smooth and rounded, top loaded with spice and hazelnut at the front of the mouth. More grain character and roasted spices show through on the finish."
"Glenrothes Select Reserve, 40%",Single Malt Scotch,84,45,$,"This adheres to the rules laid down by blender Keith Law. The nose yields mint toffees, cereal notes, butterscotch, and whole peppercorn. Juicy orange, with elements of burnt orange, dark toffees, and a pleasant balance of sweetness form the palate, followed by a wave of peppery spices and late dashes of dates and sultana. The finish has more peppery spice and peppermint. Obey the Law."
"Gordon & MacPhail (distilled at Glentauchers), 14 year old, 43%",Single Malt Scotch,84,65,$,"A toasty and spicier interpretation of an 18 year old blend. Toffee, salted pecans, Dundee cake, and sultana aromas. A beautiful, thick texture replete with ripe red fruits, cardamom, fennel, and star anise. Caramels drift past on a river of spice, wreathed in a fine layer of smoke, then oak, mixed nuts, and cracker bread. The fruity sweetness is momentary and fleeting, leaving the front of the mouth loaded with spice."
"Duncan Taylor 'Rarest of the Rare' (distilled at Glenury Royal), Cask #3049, 20 year old, 1984 vintage, 43.5%",Single Malt Scotch,84,180,$,"It begins innocently enough. Ripening strawberries, cotton candy, and fudge on the nose, but with an undertow of devil-may-care spiciness. Soft mandarin citrus, vanilla fudge, sponge cupcakes, and a decent wedge of malt form the core of the palate; the spice is disappointingly mild considering the potential of the first sniff. Sweet and syrupy finish. Still, solid enough to make your world better at the end of a hard day."
"Highland Park 1986 vintage 19 year old  (Cask #2498), 53.8%",Single Malt Scotch,84,120,$,"This blend delivers just enough peat turf to live up to the name, without alienating the peat phobics. A pleasant nose of chocolate hazelnut, pecan nut, dried tropical fruits, and gentle wood and peat smoke.  Orange, toffee, banoffee pie, Kola Kubes, and a little spiciness. Plenty of flavor even if the mouthfeel is a little thin. A short finish with a spicy flare and a few lingering smoky embers. (Total Wine exclusive) Price per 1.75 liter"
"Lagavulin 12 year old (Diageo Special Releases 2003), 57.8%",Single Malt Scotch,84,500,$,"Ebony colored whisky with dark aromas of dense fruitcake, fresh fig, Medjool dates, sultana, and Christmas spices of nutmeg, clove, and cinnamon, though a struck-match note lurks within. The treacle-thick palate has Coca-Cola, clove, aniseed, eucalyptus, sultanas, leather, blackcurrant, black cherry, dried fig, and raisin. The currant-bun finish is tannic and woody; tastebuds flinch and recoil. This is a grizzled old-timer best left to adventurous souls."
"Gordon & MacPhail (distilled at Longmorn) 30 year old, 40%",Single Malt Scotch,84,140,$,"Vanilla laced with spice, fondant icing, grapefruit peel, and lime zest leave the vanilla and floral notes lower down the pecking order. In the mouth, grapefruit and orange dominate the vanilla, yet the mouthfeel is thinner and the acidity tips toward the taste of bitter orange seeds. A lingering bitter orange finish."
"Mackillop's Choice 14 year old 1989 vintage (distilled at Macallan), 58.2%",Single Malt Scotch,84,75,$,"Honey, fudge, a little melon and white grape, dry roasted spices, and peppercorn, but noticeably less fruit than the age-statement varieties. The palate has pulpy white melon, lemon, lime, and some grapefruit acidity, before sweetening with honey. Quite tart at times, some peppery spice collaborates before the vanilla cream and green fruits take charge. A clean, juicy finish of lemon zest and mild spices coats the throat."
"Gordon & MacPhail (distilled at Rosebank) 1989 Vintage, 10 year old, 40%",Single Malt Scotch,84,50,$,"Justerini & Brooks sold scotch in the U.S. before Prohibition. This light, Speyside-style blend has grassy notes, with crystalized lemon slices, Bramley apple peel, woodsmoke, and almonds. Light and sweet on the tongue, it unpacks lemon peel, satsuma, juicy watermelon, pepper, and aniseed. Grain whisky and herbal notes creep in late and permeate the finish."
"Murray McDavid (distilled at Rosebank) 1992, 10 year old, 46%",Single Malt Scotch,84,150,$,"This is finished for 8 months in tawny port pipes and is quite restrained on the early nose, opening up to reveal rose petals, milk chocolate, and double cream.  The palate is floral, with raisins  and red currants. Drying in the  finish, with peppery oak and  cinnamon."
